ProductCategoryKey,ProductSubcategoryKey,SalesTerritoryKey,GeographyKey,CustomerKey,ProductKey,CurrencyKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,CurrencyAlternateKey,CurrencyName,SalesTerritoryAlternateKey,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,ProductAlternateKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,City,StateProvinceCode,StateProvinceName,CountryRegionCode,EnglishCountryRegionName,SpanishCountryRegionName,FrenchCountryRegionName,PostalCode,ProductSubcategoryAlternateKey,EnglishProductSubcategoryName,SpanishProductSubcategoryName,FrenchProductSubcategoryName,ProductCategoryAlternateKey,EnglishProductCategoryName,SpanishProductCategoryName,FrenchProductCategoryName
1,1,7,192,14186,353,100,20031219,20031231,20031226,2,SO60321,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,7,France,France,Europe,BK-M68S-38,LB ,CM ,"Mountain-200 Silver, 38","Montaña: 200, plateada, 38","VTT 200 argent, 38",1265.6195,true,Silver,100,75,2319.99,38,38-40 CM,23.35,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2003-07-01T00:00:00.000+0000,null,Current,AW00014186,null,Katrina,K,Tang,false,1952-06-26,M,null,F,katrina3@adventure-works.com,80000,4,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,"25, avenue Reille",null,1 (11) 500 555-0133,2002-09-21,10+ Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,7,192,11340,360,100,20030430,20030512,20030507,1,SO50184,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,null,null,USD,US Dollar,7,France,France,Europe,BK-M68B-42,LB ,CM ,"Mountain-200 Black, 42","Montaña: 200, negra, 42","VTT 200 noir, 42",1105.81,true,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,null,AW00011340,null,Melody,C,Munoz,false,1936-04-06,M,null,F,melody8@adventure-works.com,10000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"9, avenue Reille",null,1 (11) 500 555-0147,2003-04-30,0-1 Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,7,192,11340,359,100,20030706,20030718,20030713,1,SO51262,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,7,France,France,Europe,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,true,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2003-07-01T00:00:00.000+0000,null,Current,AW00011340,null,Melody,C,Munoz,false,1936-04-06,M,null,F,melody8@adventure-works.com,10000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"9, avenue Reille",null,1 (11) 500 555-0147,2003-04-30,0-1 Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,7,192,28689,360,100,20021021,20021102,20021028,1,SO47880,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,null,null,USD,US Dollar,7,France,France,Europe,BK-M68B-42,LB ,CM ,"Mountain-200 Black, 42","Montaña: 200, negra, 42","VTT 200 noir, 42",1105.81,true,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,null,AW00028689,null,Kelvin,R,Zhang,false,1969-05-27,S,null,M,kelvin20@adventure-works.com,10000,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,"7011, rue de Longchamp",null,1 (11) 500 555-0145,2002-10-21,0-1 Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,7,192,21505,357,100,20040602,20040614,20040609,1,SO72010,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,7,France,France,Europe,BK-M68S-46,LB ,CM ,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46","VTT 200 argent, 46",1265.6195,true,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2003-07-01T00:00:00.000+0000,null,Current,AW00021505,null,Ronald,null,Gonzalez,false,1957-04-20,S,null,M,ronald21@adventure-works.com,110000,2,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,"1035, boulevard du Montparnasse",null,1 (11) 500 555-0135,2004-06-02,5-10 Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,7,192,16262,357,100,20040311,20040323,20040318,1,SO65961,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,7,France,France,Europe,BK-M68S-46,LB ,CM ,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46","VTT 200 argent, 46",1265.6195,true,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2003-07-01T00:00:00.000+0000,null,Current,AW00016262,null,Kathryn,M,Xie,false,1967-11-19,M,null,F,kathryn3@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"14, rue de Cambrai",null,1 (11) 500 555-0135,2003-03-03,0-1 Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,7,192,12124,361,100,20030910,20030922,20030917,1,SO54111,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,7,France,France,Europe,BK-M68B-42,LB ,CM ,"Mountain-200 Black, 42","Montaña: 200, negra, 42","VTT 200 noir, 42",1251.9813,true,Black,100,75,2294.99,42,42-46 CM,23.77,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2003-07-01T00:00:00.000+0000,null,Current,AW00012124,null,Brandi,D,Gill,false,1957-02-08,S,null,F,brandi13@adventure-works.com,110000,2,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,"8, rue de l´Avenir",null,1 (11) 500 555-0115,2001-08-01,5-10 Miles,Paris,75,Seine (Paris),FR,France,Francia,France,75002,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,1,542,27255,358,100,20030413,20030425,20030420,1,SO50012,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1105.81,true,Black,100,75,2049.0982,38,38-40 CM,23.35,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,null,AW00027255,null,Xavier,L,Rivera,false,1972-06-10,M,null,M,xavier74@adventure-works.com,50000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,9312 Algiers Dr.,null,587-555-0162,2003-04-13,2-5 Miles,Lake Oswego,OR,Oregon,US,United States,Estados Unidos,États-Unis,97034,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,1,542,27226,358,100,20030408,20030420,20030415,1,SO49962,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1105.81,true,Black,100,75,2049.0982,38,38-40 CM,23.35,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,null,AW00027226,null,Christian,null,Wang,false,1958-07-05,M,null,M,christian11@adventure-works.com,30000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,9076 Inverness Drive,null,186-555-0185,2003-04-08,1-2 Miles,Lake Oswego,OR,Oregon,US,United States,Estados Unidos,États-Unis,97034,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
1,1,1,542,12025,359,100,20031215,20031227,20031222,1,SO60095,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,true,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.,适用于环境恶劣的野外骑乘。可应对各种比赛的完美赛车。使用与 Mountain-100 相同的 HL 车架。,لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100.,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,バック カントリーまたは全レベルの競技用で、Mountain-100 と同じ HL フレームを採用しています。,Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.,2003-07-01T00:00:00.000+0000,null,Current,AW00012025,null,Logan,A,Diaz,false,1978-06-18,M,null,M,logan22@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,297 Mt. Tank Circle,null,965-555-0113,2002-05-21,5-10 Miles,Lake Oswego,OR,Oregon,US,United States,Estados Unidos,États-Unis,97034,1,Mountain Bikes,Bicicleta de montaña,VTT,1,Bikes,Bicicleta,Vélo
